,ship-service-level,Category,Amount
75127,Expedited,T-shirt,1072.0
75128,Standard,T-shirt,799.0
75129,Expedited,Shirt,565.0
75130,Expedited,Shirt,487.0
75131,Expedited,Shirt,435.0
75132,Standard,Blazzer,791.0
75133,Standard,Blazzer,771.0
75134,Standard,Blazzer,885.0
75135,Expedited,Trousers,301.0
75136,Expedited,Shirt,544.0
75137,Expedited,T-shirt,788.0
75138,Standard,Shirt,301.0
75139,Expedited,Shirt,399.0
75140,Expedited,Trousers,574.0
75141,Expedited,Shirt,333.0
75142,Expedited,Perfume,399.0
75143,Standard,Shirt,469.0
75144,Expedited,Trousers,518.0
75145,Expedited,Wallet,599.0
75146,Standard,T-shirt,0.0
75147,Standard,T-shirt,806.67
75148,Expedited,Shirt,1099.0
75149,Standard,T-shirt,1204.46
75150,Standard,T-shirt,1152.0
75151,Standard,Shirt,301.0
75152,Standard,Blazzer,771.0
75153,Expedited,Shirt,435.0
75154,Expedited,Shirt,471.0
75155,Standard,Shirt,382.0
75156,Expedited,T-shirt,696.0
75157,Expedited,Blazzer,825.0
75158,Standard,Blazzer,825.0
75159,Standard,T-shirt,949.0
75160,Standard,T-shirt,949.0
75161,Expedited,T-shirt,999.0
75162,Standard,Shirt,
75163,Expedited,T-shirt,788.0
75164,Standard,Shirt,0.0
75165,Expedited,T-shirt,666.0
75166,Standard,T-shirt,
75167,Standard,Shirt,487.0
75168,Expedited,Shirt,399.0
75169,Expedited,T-shirt,1186.0
75170,Expedited,T-shirt,1199.0
75171,Expedited,Perfume,999.0
75172,Standard,T-shirt,
75173,Standard,T-shirt,
75174,Standard,Blazzer,771.0
75175,Expedited,Trousers,529.0
75176,Expedited,T-shirt,
75177,Expedited,T-shirt,
75178,Standard,T-shirt,771.0
75179,Expedited,Shirt,665.0
75180,Expedited,Shirt,709.0
75181,Expedited,Shirt,590.0
75182,Standard,Shirt,675.24
75183,Expedited,Trousers,749.0
75184,Standard,T-shirt,665.0
75185,Standard,T-shirt,832.0
75186,Standard,T-shirt,519.05
75187,Standard,Shirt,301.0
75188,Expedited,Shirt,382.0
75189,Expedited,Shirt,405.0
75190,Standard,Blazzer,0.0
75191,Standard,Blazzer,825.0
75192,Standard,Shirt,328.57
75193,Standard,Shirt,487.0
75194,Standard,Blazzer,771.0
75195,Standard,Blazzer,771.0
75196,Expedited,Trousers,529.0
75197,Standard,Perfume,373.0
75198,Expedited,Shirt,435.0
75199,Expedited,T-shirt,539.0
75200,Standard,Shirt,376.0
75201,Expedited,Shirt,471.0
75202,Standard,Blazzer,771.0
75203,Standard,T-shirt,1389.29
75204,Expedited,T-shirt,1477.0
75205,Expedited,T-shirt,
75206,Expedited,Shirt,399.0
75207,Standard,Blazzer,
75208,Standard,Shirt,
75209,Expedited,Blazzer,791.0
75210,Standard,Blazzer,699.0
75211,Standard,T-shirt,759.0
75212,Expedited,Shirt,435.0
75213,Expedited,T-shirt,435.0
75214,Expedited,Shirt,487.0
75215,Expedited,Blazzer,614.0
75216,Expedited,Blazzer,
75217,Standard,T-shirt,999.0
75218,Expedited,Shirt,869.0
75219,Standard,T-shirt,888.0
75220,Expedited,T-shirt,899.0
75221,Expedited,Shirt,487.0
75222,Expedited,Trousers,574.0
75223,Standard,Shirt,0.0
75224,Standard,Shirt,405.0
75225,Expedited,Shirt,544.0
75226,Expedited,Shirt,435.0
75227,Standard,Shirt,318.0
75228,Expedited,Shirt,359.0
75229,Standard,Blazzer,771.0
75230,Standard,Blazzer,771.0
75231,Expedited,T-shirt,999.0
75232,Expedited,T-shirt,1096.0
75233,Standard,T-shirt,599.0
75234,Standard,Blazzer,665.0
75235,Expedited,Trousers,625.0
75236,Expedited,Trousers,625.0
75237,Expedited,Trousers,690.0
75238,Expedited,Trousers,690.0
75239,Standard,Shirt,0.0
75240,Standard,Shirt,399.0
75241,Standard,Shirt,484.0
75242,Expedited,Trousers,690.0
75243,Expedited,Shirt,459.0
75244,Standard,T-shirt,545.0
75245,Standard,T-shirt,1186.0
75246,Expedited,T-shirt,579.0
75247,Standard,T-shirt,1238.0
75248,Expedited,Shirt,517.0
75249,Standard,Blazzer,665.0
75250,Standard,Blazzer,443.0
75251,Standard,T-shirt,582.0
75252,Standard,T-shirt,
75253,Standard,Shirt,448.57
75254,Standard,Shirt,463.81
75255,Expedited,Trousers,574.0
75256,Expedited,Trousers,317.0
75257,Standard,Shirt,471.0
75258,Expedited,Trousers,518.0
75259,Standard,Shirt,
75260,Standard,T-shirt,1072.0
75261,Expedited,T-shirt,475.0
75262,Standard,Shirt,0.0
75263,Expedited,T-shirt,605.0
75264,Standard,Shirt,307.0
75265,Expedited,Trousers,574.0
75266,Standard,Trousers,529.0
75267,Expedited,Trousers,545.0
75268,Standard,Shirt,
75269,Expedited,Shirt,487.0
75270,Standard,T-shirt,635.0
75271,Standard,Trousers,371.0
75272,Expedited,Shirt,517.0
75273,Expedited,Shirt,355.0
75274,Expedited,T-shirt,545.0
75275,Expedited,Shirt,301.0
75276,Standard,Trousers,574.0
75277,Standard,Trousers,574.0
75278,Expedited,Trousers,599.0
75279,Standard,Trousers,323.0
75280,Standard,Shirt,382.0
75281,Expedited,Shirt,331.0
75282,Expedited,Shirt,475.0
75283,Expedited,Shirt,318.0
75284,Expedited,T-shirt,799.0
75285,Expedited,T-shirt,1399.0
75286,Standard,T-shirt,1096.0
75287,Standard,T-shirt,967.0
75288,Expedited,Shirt,666.0
75289,Expedited,Shirt,
75290,Standard,T-shirt,722.86
75291,Standard,Blazzer,859.0
75292,Standard,Trousers,545.0
75293,Standard,Trousers,574.0
75294,Standard,Shirt,665.0
75295,Expedited,Trousers,574.0
75296,Expedited,T-shirt,1349.0
75297,Expedited,Shirt,487.0
75298,Standard,T-shirt,1523.0
75299,Standard,Shirt,549.0
75300,Expedited,Trousers,690.0
75301,Standard,Shirt,318.0
75302,Expedited,T-shirt,696.0
75303,Expedited,Trousers,529.0
75304,Expedited,Shirt,499.0
75305,Expedited,Wallet,518.0
75306,Expedited,Shirt,517.0
75307,Expedited,Shirt,499.0
75308,Standard,T-shirt,519.05
75309,Expedited,Shirt,764.0
75310,Standard,Blazzer,
75311,Expedited,Shirt,523.0
75312,Standard,T-shirt,599.0
75313,Standard,Trousers,625.0
75314,Expedited,T-shirt,1523.0
75315,Expedited,Blazzer,825.0
75316,Standard,Shirt,376.0
75317,Expedited,Shirt,399.0
75318,Expedited,Shirt,568.0
75319,Standard,T-shirt,
75320,Standard,Shirt,771.0
75321,Standard,T-shirt,1349.0
75322,Standard,T-shirt,999.0
75323,Standard,T-shirt,
75324,Standard,T-shirt,1186.0
75325,Standard,Shirt,376.0
75326,Standard,T-shirt,599.0
75327,Standard,T-shirt,696.0
75328,Standard,T-shirt,1186.0
75329,Expedited,T-shirt,582.0
75330,Expedited,Shirt,471.0
75331,Standard,T-shirt,
75332,Expedited,Trousers,625.0
75333,Expedited,Shirt,471.0
75334,Expedited,T-shirt,1399.0
75335,Expedited,Wallet,625.0
75336,Standard,Shirt,477.0
75337,Standard,Blazzer,771.0
75338,Standard,T-shirt,889.0
75339,Standard,Perfume,885.0
75340,Standard,T-shirt,
75341,Expedited,Blazzer,579.0
75342,Expedited,T-shirt,668.0
75343,Standard,T-shirt,537.0
75344,Standard,T-shirt,1238.0
75345,Expedited,T-shirt,560.0
75346,Expedited,Trousers,529.0
75347,Standard,Blazzer,885.0
75348,Expedited,Shirt,487.0
75349,Standard,Trousers,355.24
75350,Expedited,T-shirt,
75351,Standard,Blazzer,473.0
75352,Standard,T-shirt,499.0
75353,Expedited,Trousers,625.0
75354,Expedited,Shirt,568.0
75355,Expedited,Blazzer,999.0
75356,Standard,Blazzer,785.71
75357,Expedited,Blazzer,661.0
75358,Standard,T-shirt,545.0
75359,Standard,T-shirt,1122.0
75360,Standard,Trousers,518.0
75361,Expedited,Shirt,368.0
75362,Expedited,Shirt,318.0
75363,Standard,Shirt,696.0
75364,Expedited,Shirt,471.0
75365,Standard,Trousers,545.0
75366,Standard,T-shirt,
75367,Standard,T-shirt,675.0
75368,Standard,T-shirt,1149.0
75369,Standard,Shirt,587.0
75370,Standard,T-shirt,824.0
75371,Expedited,T-shirt,666.0
75372,Expedited,Shirt,666.0
75373,Standard,Blazzer,721.0
75374,Standard,T-shirt,452.38
75375,Standard,T-shirt,537.0
75376,Expedited,Shirt,399.0
75377,Expedited,Trousers,690.0
75378,Expedited,Trousers,574.0
75379,Standard,T-shirt,
75380,Standard,Shirt,469.0
75381,Expedited,T-shirt,1229.0
75382,Expedited,T-shirt,1199.0
75383,Expedited,T-shirt,759.0
75384,Standard,Socks,356.0
75385,Expedited,T-shirt,847.0
75386,Standard,Blazzer,825.0
75387,Expedited,Trousers,625.0
75388,Standard,Shirt,331.0
75389,Expedited,Shirt,925.0
75390,Standard,Trousers,493.33
75391,Expedited,T-shirt,824.0
75392,Standard,T-shirt,1399.0
75393,Expedited,T-shirt,999.0
75394,Standard,Shirt,301.0
75395,Standard,Shirt,477.0
75396,Standard,Blazzer,885.0
75397,Expedited,Perfume,0.0
75398,Standard,T-shirt,
75399,Expedited,T-shirt,685.0
75400,Standard,Shirt,736.0
75401,Expedited,Shirt,449.0
75402,Expedited,Trousers,599.0
75403,Standard,Perfume,856.19
75404,Standard,T-shirt,1249.11
75405,Standard,Shirt,487.0
75406,Expedited,Shirt,399.0
75407,Expedited,Wallet,301.0
75408,Standard,Blazzer,771.0
75409,Expedited,T-shirt,1089.0
75410,Expedited,T-shirt,1349.0
75411,Expedited,T-shirt,1099.0
75412,Expedited,Blazzer,885.0
75413,Expedited,Blazzer,625.0
75414,Expedited,T-shirt,1199.0
75415,Standard,Shirt,967.0
75416,Expedited,T-shirt,824.0
75417,Expedited,Shirt,635.0
75418,Expedited,T-shirt,582.0
75419,Expedited,T-shirt,1399.0
75420,Standard,Blazzer,
75421,Standard,Shirt,
75422,Standard,Shirt,399.0
75423,Expedited,Socks,0.0
75424,Expedited,Shirt,
75425,Expedited,T-shirt,
75426,Expedited,Shirt,432.0
75427,Expedited,T-shirt,457.0
75428,Standard,T-shirt,788.0
75429,Expedited,Blazzer,
75430,Expedited,T-shirt,1238.0
75431,Expedited,T-shirt,799.0
75432,Standard,T-shirt,1249.0
75433,Standard,T-shirt,1238.0
75434,Standard,T-shirt,1186.0
75435,Expedited,Blazzer,741.0
75436,Standard,Shirt,301.0
75437,Expedited,Shirt,399.0
75438,Standard,Trousers,371.0
75439,Standard,T-shirt,653.0
75440,Expedited,T-shirt,631.0
75441,Expedited,Trousers,518.0
75442,Expedited,Shirt,399.0
75443,Standard,Shirt,383.0
75444,Standard,Shirt,523.0
75445,Expedited,T-shirt,788.0
75446,Standard,Shirt,356.0
75447,Standard,Perfume,373.0
75448,Expedited,Shirt,517.0
75449,Expedited,Shirt,471.0
75450,Standard,T-shirt,771.0
75451,Expedited,Shirt,
75452,Expedited,Shirt,435.0
75453,Standard,Shirt,345.0
75454,Expedited,Shirt,487.0
75455,Standard,T-shirt,967.0
75456,Standard,T-shirt,1099.0
75457,Expedited,Shirt,523.0
75458,Standard,T-shirt,1338.0
75459,Expedited,Shirt,471.0
75460,Expedited,T-shirt,
75461,Expedited,Shirt,
75462,Expedited,T-shirt,612.0
75463,Expedited,Shirt,459.0
75464,Expedited,T-shirt,1186.0
75465,Expedited,Trousers,301.0
75466,Expedited,Shirt,435.0
75467,Expedited,Shirt,435.0
75468,Standard,Shirt,517.0
75469,Expedited,T-shirt,499.0
75470,Expedited,T-shirt,495.0
75471,Standard,Blazzer,885.0
75472,Standard,Shirt,435.0
75473,Expedited,Trousers,493.0
75474,Expedited,Socks,301.0
75475,Expedited,T-shirt,988.0
75476,Expedited,Shirt,449.0
75477,Expedited,Shirt,405.0
75478,Standard,T-shirt,1238.0
75479,Standard,T-shirt,1186.0
75480,Expedited,T-shirt,1338.0
75481,Expedited,T-shirt,785.0
75482,Expedited,T-shirt,543.0
75483,Expedited,T-shirt,759.0
75484,Standard,Perfume,373.0
75485,Standard,Blazzer,
75486,Expedited,Shirt,399.0
75487,Expedited,Perfume,899.0
75488,Standard,T-shirt,999.0
75489,Expedited,Trousers,330.0
75490,Standard,Blazzer,0.0
75491,Expedited,Blazzer,614.0
75492,Expedited,Shirt,487.0
75493,Standard,Blazzer,
75494,Expedited,T-shirt,1399.0
75495,Standard,Wallet,599.0
75496,Expedited,T-shirt,1099.0
75497,Standard,T-shirt,599.0
75498,Expedited,T-shirt,599.0
75499,Expedited,T-shirt,967.0
75500,Expedited,Shirt,487.0
75501,Expedited,Shirt,459.0
75502,Standard,T-shirt,1152.0
75503,Expedited,T-shirt,429.0
75504,Expedited,Shirt,471.0
75505,Expedited,T-shirt,545.0
75506,Expedited,Trousers,574.0
75507,Standard,Blazzer,771.0
75508,Expedited,Trousers,
75509,Standard,Trousers,529.0
75510,Standard,T-shirt,1186.0
75511,Standard,Blazzer,771.0
75512,Expedited,Trousers,349.0
75513,Expedited,T-shirt,999.0
75514,Standard,Trousers,493.0
75515,Expedited,Shirt,399.0
75516,Expedited,Shirt,459.0
75517,Expedited,Shirt,487.0
75518,Expedited,Socks,317.0
75519,Expedited,Shirt,362.0
75520,Standard,Blazzer,771.0
75521,Expedited,Shirt,
75522,Standard,Shirt,432.0
75523,Expedited,Trousers,648.0
75524,Expedited,Trousers,599.0
75525,Expedited,T-shirt,
75526,Expedited,T-shirt,999.0
75527,Standard,T-shirt,1229.0
75528,Expedited,Shirt,635.0
75529,Standard,T-shirt,631.0
75530,Expedited,T-shirt,599.0
75531,Standard,T-shirt,475.24
75532,Standard,T-shirt,568.0
75533,Standard,Blazzer,771.0
75534,Expedited,Shirt,582.0
75535,Expedited,Blazzer,
75536,Expedited,T-shirt,599.0
75537,Standard,Blazzer,885.0
75538,Expedited,T-shirt,537.0
75539,Expedited,Trousers,
75540,Standard,T-shirt,1523.0
75541,Standard,Shirt,568.0
75542,Expedited,T-shirt,1523.0
75543,Expedited,Shirt,524.0
75544,Expedited,Trousers,518.0
75545,Standard,Shirt,382.0
75546,Standard,Blazzer,734.29
75547,Expedited,Perfume,899.0
75548,Expedited,T-shirt,889.0
75549,Expedited,Shirt,399.0
75550,Expedited,Trousers,625.0
75551,Expedited,Shirt,359.0
75552,Standard,Shirt,568.0
75553,Expedited,Shirt,399.0
75554,Expedited,Shirt,382.0
75555,Expedited,T-shirt,967.0
75556,Expedited,Shirt,399.0
75557,Expedited,Trousers,354.0
75558,Standard,Trousers,
75559,Expedited,T-shirt,1349.0
75560,Standard,T-shirt,824.0
75561,Expedited,Shirt,449.0
75562,Expedited,T-shirt,450.0
75563,Standard,Blazzer,771.0
75564,Standard,Shirt,836.0
75565,Expedited,Shirt,798.0
75566,Expedited,Trousers,749.0
75567,Standard,T-shirt,759.0
75568,Expedited,T-shirt,599.0
75569,Standard,Shirt,382.0
75570,Expedited,Shirt,523.0
75571,Expedited,Shirt,359.0
75572,Standard,Shirt,382.0
75573,Standard,Shirt,764.0
75574,Standard,Shirt,382.0
75575,Expedited,Shirt,405.0
75576,Standard,Shirt,363.81
75577,Standard,Blazzer,771.0
75578,Standard,Shirt,487.0
75579,Expedited,Shirt,359.0
75580,Expedited,Wallet,333.0
75581,Standard,T-shirt,665.71
75582,Standard,Shirt,635.0
75583,Expedited,T-shirt,1349.0
75584,Standard,Shirt,0.0
75585,Expedited,Shirt,399.0
75586,Standard,T-shirt,999.0
75587,Expedited,T-shirt,0.0
75588,Standard,T-shirt,599.0
75589,Expedited,Shirt,435.0
75590,Standard,T-shirt,648.0
75591,Expedited,T-shirt,612.0
75592,Expedited,Shirt,435.0
75593,Expedited,T-shirt,666.0
75594,Standard,Shirt,380.0
75595,Expedited,Shirt,383.0
75596,Standard,Trousers,493.0
75597,Standard,Trousers,399.0
75598,Standard,Blazzer,734.29
75599,Standard,Shirt,575.0
75600,Expedited,Shirt,517.0
75601,Expedited,Shirt,301.0
75602,Expedited,Shirt,329.0
75603,Expedited,Shirt,318.0
75604,Expedited,Shirt,380.0
75605,Expedited,Shirt,301.0
75606,Expedited,T-shirt,1133.0
75607,Expedited,Shirt,382.0
75608,Standard,T-shirt,599.0
75609,Expedited,Shirt,399.0
75610,Expedited,Shirt,359.0
75611,Expedited,T-shirt,
75612,Standard,Shirt,382.0
75613,Standard,T-shirt,759.0
75614,Expedited,T-shirt,582.0
75615,Expedited,T-shirt,539.0
75616,Standard,T-shirt,539.0
75617,Expedited,Shirt,449.0
75618,Expedited,Blazzer,721.0
75619,Standard,T-shirt,653.0
75620,Standard,Shirt,435.0
75621,Expedited,T-shirt,
75622,Expedited,Shirt,435.0
75623,Expedited,T-shirt,667.0
75624,Standard,Shirt,568.0
75625,Standard,T-shirt,771.0
75626,Expedited,T-shirt,771.0
75627,Standard,Shirt,382.0
75628,Expedited,Blazzer,885.0
75629,Standard,T-shirt,771.0
75630,Expedited,Blazzer,885.0
75631,Expedited,T-shirt,1186.0
75632,Standard,Shirt,471.0
75633,Expedited,Blazzer,885.0
75634,Expedited,Trousers,599.0
75635,Expedited,Shirt,399.0
75636,Expedited,Shirt,487.0
75637,Standard,Shirt,396.0
75638,Standard,T-shirt,579.0
75639,Expedited,Shirt,405.0
75640,Standard,Shirt,0.0
75641,Expedited,Shirt,635.0
75642,Expedited,Shirt,612.0
75643,Standard,T-shirt,759.0
75644,Expedited,T-shirt,641.0
75645,Expedited,Shirt,301.0
75646,Expedited,Shirt,359.0
75647,Standard,T-shirt,1349.0
75648,Standard,T-shirt,0.0
75649,Standard,Shirt,432.0
75650,Expedited,T-shirt,
75651,Expedited,Shirt,435.0
75652,Expedited,T-shirt,736.0
75653,Standard,T-shirt,0.0
75654,Standard,Shirt,345.0
75655,Standard,T-shirt,727.0
75656,Expedited,T-shirt,775.0
75657,Expedited,T-shirt,612.0
75658,Expedited,Trousers,574.0
75659,Standard,Blazzer,625.0
75660,Expedited,Shirt,405.0
75661,Expedited,Shirt,967.0
75662,Expedited,Shirt,382.0
75663,Standard,Blazzer,771.0
75664,Standard,T-shirt,729.0
75665,Expedited,Trousers,574.0
75666,Expedited,T-shirt,696.0
75667,Expedited,Blazzer,899.0
75668,Standard,Blazzer,771.0
75669,Standard,Blazzer,771.0
75670,Expedited,T-shirt,999.0
75671,Expedited,T-shirt,1133.0
75672,Standard,Trousers,321.0
75673,Standard,T-shirt,610.48
75674,Expedited,T-shirt,1072.0
75675,Expedited,T-shirt,599.0
75676,Expedited,T-shirt,1186.0
75677,Standard,Shirt,709.0
75678,Expedited,T-shirt,545.0
75679,Standard,Blazzer,791.0
75680,Expedited,T-shirt,690.0
75681,Expedited,T-shirt,759.0
75682,Standard,T-shirt,429.0
75683,Expedited,Trousers,690.0
75684,Standard,T-shirt,629.0
75685,Expedited,T-shirt,799.0
75686,Standard,Shirt,382.0
75687,Expedited,Shirt,382.0
75688,Expedited,T-shirt,949.0
75689,Expedited,Shirt,749.0
75690,Expedited,T-shirt,696.0
75691,Standard,Shirt,382.0
75692,Expedited,Blazzer,625.0
75693,Expedited,Wallet,377.0
75694,Expedited,Shirt,382.0
75695,Standard,Shirt,382.0
75696,Standard,T-shirt,631.0
75697,Expedited,Shirt,459.0
75698,Expedited,T-shirt,1199.0
75699,Standard,Blazzer,771.0
75700,Expedited,Shirt,359.0
75701,Expedited,T-shirt,666.0
75702,Standard,T-shirt,537.0
75703,Expedited,Shirt,359.0
75704,Standard,Blazzer,
75705,Standard,Blazzer,842.86
75706,Standard,T-shirt,
75707,Standard,T-shirt,587.0
75708,Standard,Shirt,0.0
75709,Standard,T-shirt,850.0
75710,Standard,T-shirt,788.0
75711,Expedited,Shirt,487.0
75712,Standard,Shirt,635.0
75713,Standard,T-shirt,988.0
75714,Expedited,Shirt,449.0
75715,Expedited,Shirt,709.0
75716,Expedited,Trousers,749.0
75717,Expedited,Shirt,382.0
75718,Standard,T-shirt,665.0
75719,Standard,T-shirt,599.0
75720,Expedited,T-shirt,478.0
75721,Standard,T-shirt,455.24
75722,Expedited,T-shirt,1186.0
75723,Expedited,Shirt,345.0
75724,Standard,T-shirt,0.0
75725,Expedited,T-shirt,605.0
75726,Standard,Socks,379.0
75727,Expedited,Shirt,399.0
75728,Expedited,Shirt,345.0
75729,Expedited,Shirt,523.0
75730,Standard,Blazzer,771.0
75731,Expedited,Shirt,
75732,Expedited,Trousers,574.0
75733,Standard,Shirt,734.29
75734,Standard,Shirt,
75735,Expedited,Shirt,487.0
75736,Expedited,Shirt,471.0
75737,Expedited,Shirt,449.0
75738,Standard,Shirt,355.0
75739,Expedited,Shirt,399.0
75740,Standard,Blazzer,771.0
75741,Expedited,Shirt,435.0
75742,Standard,T-shirt,696.0
75743,Standard,T-shirt,653.0
75744,Standard,Shirt,749.0
75745,Expedited,Shirt,471.0
75746,Expedited,T-shirt,1499.0
75747,Standard,T-shirt,736.0
75748,Expedited,Shirt,435.0
75749,Expedited,Shirt,399.0
75750,Standard,Shirt,487.0
75751,Expedited,T-shirt,1338.0
75752,Expedited,Shirt,529.0
75753,Expedited,T-shirt,549.0
75754,Standard,Perfume,373.0
75755,Expedited,T-shirt,824.0
75756,Expedited,T-shirt,1523.0
75757,Standard,Shirt,301.0
75758,Standard,T-shirt,545.0
75759,Standard,Shirt,696.0
75760,Expedited,Wallet,545.0
75761,Expedited,T-shirt,2676.0
75762,Expedited,T-shirt,1523.0
75763,Standard,Blazzer,885.0
75764,Standard,T-shirt,938.1
75765,Expedited,Shirt,359.0
75766,Expedited,T-shirt,1133.0
75767,Standard,Shirt,454.29
75768,Standard,T-shirt,1122.0
75769,Expedited,T-shirt,612.0
75770,Standard,T-shirt,690.0
75771,Expedited,Shirt,382.0
75772,Expedited,Shirt,382.0
75773,Standard,T-shirt,582.0
75774,Expedited,Shirt,517.0
75775,Standard,T-shirt,545.0
75776,Expedited,Shirt,
75777,Expedited,Shirt,
75778,Standard,Shirt,
75779,Standard,Shirt,382.0
75780,Standard,Shirt,
75781,Expedited,T-shirt,869.0
75782,Expedited,Shirt,382.0
75783,Expedited,T-shirt,788.0
75784,Expedited,Shirt,301.0
75785,Standard,Shirt,777.0
75786,Expedited,Wallet,599.0
75787,Standard,Shirt,540.95
75788,Expedited,T-shirt,775.0
75789,Expedited,Trousers,493.0
75790,Expedited,Blazzer,581.0
75791,Expedited,Shirt,635.0
75792,Expedited,T-shirt,888.0
75793,Expedited,Trousers,518.0
75794,Expedited,T-shirt,605.0
75795,Standard,Shirt,540.95
75796,Expedited,Shirt,471.0
75797,Expedited,Shirt,942.0
75798,Expedited,Shirt,471.0
75799,Expedited,Trousers,625.0
75800,Standard,T-shirt,641.0
75801,Standard,Wallet,545.0
75802,Expedited,T-shirt,949.0
75803,Expedited,Shirt,942.0
75804,Expedited,Shirt,333.0
75805,Expedited,Shirt,301.0
75806,Expedited,T-shirt,850.0
75807,Expedited,Trousers,574.0
75808,Expedited,Shirt,696.0
75809,Expedited,T-shirt,696.0
75810,Expedited,Shirt,777.0
75811,Expedited,Trousers,574.0
75812,Standard,Trousers,518.0
75813,Expedited,Shirt,435.0
75814,Standard,Shirt,0.0
75815,Standard,Shirt,487.0
75816,Expedited,T-shirt,1133.0
75817,Standard,Shirt,399.0
75818,Standard,T-shirt,1152.0
75819,Standard,T-shirt,499.0
75820,Expedited,T-shirt,435.0
75821,Standard,Shirt,382.0
75822,Standard,Shirt,382.0
75823,Expedited,T-shirt,699.0
75824,Expedited,T-shirt,478.0
75825,Standard,Trousers,481.25
75826,Expedited,Shirt,469.0
75827,Standard,Blazzer,899.0
75828,Expedited,Shirt,587.0
75829,Standard,T-shirt,717.0
75830,Expedited,Shirt,487.0
75831,Expedited,Shirt,811.0
75832,Standard,T-shirt,1068.0
75833,Expedited,T-shirt,1186.0
75834,Expedited,T-shirt,1299.0
75835,Standard,Shirt,0.0
75836,Standard,Shirt,487.0
75837,Standard,Blazzer,771.0
75838,Standard,Blazzer,885.0
75839,Expedited,Shirt,405.0
75840,Standard,Shirt,380.0
75841,Expedited,Shirt,399.0
75842,Standard,T-shirt,665.71
75843,Expedited,T-shirt,1099.0
75844,Expedited,Shirt,
75845,Expedited,Shirt,359.0
75846,Expedited,T-shirt,725.0
75847,Standard,Shirt,359.0
75848,Standard,Shirt,405.0
75849,Standard,T-shirt,621.9
75850,Expedited,T-shirt,899.0
75851,Expedited,T-shirt,495.0
75852,Expedited,Blazzer,
75853,Expedited,T-shirt,560.0
75854,Expedited,T-shirt,1199.0
75855,Standard,Shirt,301.0
75856,Standard,Shirt,345.0
75857,Standard,T-shirt,759.0
75858,Standard,T-shirt,583.04
75859,Standard,T-shirt,560.0
75860,Expedited,Trousers,574.0
75861,Expedited,Shirt,471.0
75862,Expedited,Shirt,533.0
75863,Expedited,Blazzer,699.0
75864,Standard,T-shirt,1068.0
75865,Expedited,Shirt,435.0
75866,Standard,Trousers,529.0
75867,Standard,T-shirt,1695.0
75868,Expedited,Shirt,517.0
75869,Standard,T-shirt,666.0
75870,Expedited,Shirt,869.0
75871,Standard,Shirt,487.0
75872,Expedited,T-shirt,788.0
75873,Standard,T-shirt,759.0
75874,Expedited,Shirt,319.0
75875,Expedited,Shirt,382.0
75876,Expedited,Shirt,471.0
